name,calories,protein_g,carbs_g,fat_g,fibre_g,food_group,diet_type,source
"Orange chiffon pie",208,3.9,23.1,11.2,0.7,"Fruits","vegetarian","INDB_Kaggle"
"Cream buns",216,4.5,14.2,15.8,0.3,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Savoury puffs",191,9.5,10.8,15.2,0.3,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Choux swans",216,4.4,14.9,15.6,0.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Potato aigrettes",530,2.4,8,54.2,0.5,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cream horns",408,3.4,23.1,33.6,0.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Savoury cheese horns",295,5.7,21.4,20.7,0.7,"Dairy","vegetarian","INDB_Kaggle"
"Paneer patties",339,7.6,22.8,24,1.2,"Dairy","vegetarian","INDB_Kaggle"
"Vegetable patties",262,4,21,17.7,2.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Pearl millet infant food (Bajra shishu aahaar)",362,12,62.1,6.6,7.8,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Sajina",345,10.8,66.9,3,7.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cereal mix",121,3.3,21.8,2,2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Pulse mix",83,3.2,16,0.5,2.3,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Shishu ahar",93,2.6,17.4,1.4,1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cereal pulse mix with amylase rice flour",152,4.3,27.8,2.7,3.5,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Banana groundnut paste/puree",213,4.3,36.2,5.5,1.7,"Fruits","vegetarian","INDB_Kaggle"
"Rice dal porridge (Chawal dal ki khichdi/khichri)",383,10.8,65,8.3,4.5,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Lentils and semolina porridge (Dal suji porridge/daliya)",117,3.3,23.2,1.1,1.4,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Spinach khichri (Palak khichri/khichdi)",102,3.4,17.4,1.9,1.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Vegetable mix",174,4.7,36,0.9,1.9,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Lentils and wheat porridge (Dal wheat porridge/daliya )",53,2.7,8.4,0.9,1.3,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Maize porridge",90,2.1,15.6,1.9,1.7,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Spinach peanut burfi (Palak aur mungfali ki burfi)",105,3.4,13.6,4.4,2.1,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Split bengal gram burfi/fudge (Channa dal burfi)",287,4.7,54.6,7.1,2.1,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Chickpea flour cookies (Sweet besan rounds/cookies)",207,4.3,39.6,3.4,2.6,"Sweets","vegetarian","INDB_Kaggle"
"Pearl millet mathri (Bajra mathri)",785,1.8,7.4,83.1,1.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Sesame biscuit (Til ke biscuit)",424,8.3,53.7,19.3,6.8,"Snacks","vegetarian","INDB_Kaggle"
"Fermented bengal gram vada (Khameerikrit/Ufna hua channa dal ka vada)",658,4.1,8.7,67.2,2.7,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Poshtik namak paras",613,6.5,19.5,56.6,4.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Soya chikki",424,7.2,62.9,15.5,3.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Besan bathua chilla/cheela",374,11.5,40.7,18.6,7.8,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Wheat flour and nuts ladoos (Atta nuts ladoos)",392,9.5,44.3,19.2,7.3,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Gram flour and semolina dhokla (Besan suji dhokla)",199,8.5,25.9,7.1,4.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Atta dal burfi",299,6.7,40.6,12.5,4.1,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Soya roti",284,9.2,40,9.2,8.7,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Poshtik khichdi/khichri",93,3,15.6,1.9,2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Namkeen daliya",295,8.3,49.3,8,8.6,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Sprouts upma",316,9.5,45,10.4,7.2,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Semolina idli (Suji/Rava idli)",206,9.3,33.7,3.5,5.9,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Poshtik chilla/cheela",160,4.9,27.5,3,4.9,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Stuffed bittergourd (dry) (Bharwa karela)",218,1.3,2.5,22.4,3,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cauliflower potato canjee",17,0.6,2.6,0.4,0.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Creamed spinach",97,5.2,4.4,6.4,1.3,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Mango milkshake with ice cream (Aam milkshake ice cream ke saath)",68,1.9,9.2,2.8,0.2,"Beverages","vegetarian","INDB_Kaggle"
"Pineapple milkshake with ice cream (Ananas milkshake ice cream ke saath)",68,1.9,9.3,2.8,0.4,"Beverages","vegetarian","INDB_Kaggle"
"Orange milkshake with ice cream (Narangi milkshake ice cream ke saath)",68,2,9.2,2.8,0.2,"Beverages","vegetarian","INDB_Kaggle"
"Woodapple juice (Bel ka sharbat)",34,0.6,6.5,0.7,1,"Beverages","vegetarian","INDB_Kaggle"
"Sattu drink",23,0.6,5.2,0.1,0.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Apple and honey sorbet (Seb aur shehad ka sharbat)",121,0.2,30.7,0.3,1.1,"Fruits","vegetarian","INDB_Kaggle"
"Thandai",101,3.6,9.1,5.9,0.8,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cucumber sharbat (Kheere ka sharbat)",27,0.3,6.6,0.1,0.8,"Sweets","vegetarian","INDB_Kaggle"
"Apple oats chia seed smoothie",86,3.5,13.1,2.5,1.4,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Nannari sharbat",89,0,23.6,0,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Semolina milk drink (Thari kanji)",44,1,6.9,1.4,0.7,"Beverages","vegetarian","INDB_Kaggle"
"Saffron milk (Kesariya doodh)",102,3.2,12.6,4.6,0.1,"Beverages","vegetarian","INDB_Kaggle"
"Black rice kheer (Chak-hao kheer)",148,4.4,22.9,4.9,0.8,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Coconut kheer (Nariyal ki kheer)",163,3.4,14.4,10.6,1.5,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Apple sago payasam (Seb aur sabudana ki kheer)",137,3.1,14.4,7.7,0.4,"Fruits","vegetarian","INDB_Kaggle"
"Kesari bath",245,2.4,31.4,12.6,1.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Putharekulu",318,3.7,59.6,7.6,1.8,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Mango malpua",335,1.7,12.8,30.7,2.1,"Fruits","vegetarian","INDB_Kaggle"
"Mango vanilla custard",148,3.4,18.4,7,1,"Fruits","vegetarian","INDB_Kaggle"
"Kiwi granola pudding",281,5.6,32.3,15.4,3.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Oats burfi",425,8.9,62.5,17.3,5,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Lotus seed halwa (Kamal gattay ka halwa)",371,7.8,39.6,20.7,0.4,"Sweets","vegetarian","INDB_Kaggle"
"Amaranth ladoo (Rajgira ladoo)",454,10.1,51.3,22.7,5.1,"Sweets","vegetarian","INDB_Kaggle"
"Chhena poda",345,13.7,33.6,17.9,1.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Sweet couscous dessert",196,3.8,29.7,7.7,2.2,"Sweets","vegetarian","INDB_Kaggle"
"Sweetened yogurt (Shrikhand)",107,5.3,16,2.9,0.1,"Dairy","vegetarian","INDB_Kaggle"
"Thickened sweetened milk (Rabri)",103,3.5,10.6,5.4,0.2,"Beverages","vegetarian","INDB_Kaggle"
"Gram flour halwa (Besan halwa)",277,5.9,25.8,17.3,1.8,"Sweets","vegetarian","INDB_Kaggle"
"Prawn sandwich",170,10.4,11.9,9.3,1.6,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Watercress sandwich",229,5.2,28,11.5,2.3,"Beverages","vegetarian","INDB_Kaggle"
"Fish sandwich",150,4.7,10.1,10.4,1.2,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Kidney bean sandwich with cottage cheese",177,9.9,18.9,6.8,3.7,"Dairy","vegetarian","INDB_Kaggle"
"Finger millet biscuit (Ragi biscuit)",459,4,52.7,25.8,6,"Snacks","vegetarian","INDB_Kaggle"
"Buttermilk biscuit",323,5.8,34.9,17.5,1.2,"Beverages","vegetarian","INDB_Kaggle"
"Lemon cookies",394,5.6,42.2,23,0.8,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Sweet potato biscuit (Shakarkand ke biscuit)",296,5.1,38.1,13.3,2.3,"Snacks","vegetarian","INDB_Kaggle"
"Raspberry shortbread cookies",441,3,61.3,21.3,0.8,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Pumpkin cookies",218,2.5,44.7,3.9,1.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Greenpea cookies",159,6.5,23.1,4.2,5.3,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Sunflower cookies",521,9.5,40.1,36.3,4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cardamom cookies (Elaichi cookies)",400,5.1,54,19.1,2.8,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Hazelnut cookies",493,6.3,39.4,35,2.5,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Milk cookies",459,10.5,48.4,25,1,"Beverages","vegetarian","INDB_Kaggle"
"Cranberry cookies",272,3.9,36.4,12.7,1.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Olive biscuit",438,3.2,55,23.8,0.8,"Snacks","vegetarian","INDB_Kaggle"
"Tutti fruitti biscuit",421,5.2,53.1,17.9,5.4,"Fruits","vegetarian","INDB_Kaggle"
"Peach blueberry preserves",177,0.5,45.8,0.2,1.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Pear preserves (Naashpati ka murabba)",101,0.3,25.7,0.2,3.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Starfruit preserves",129,0.2,33.6,0.1,0.8,"Fruits","vegetarian","INDB_Kaggle"
"Gooseberry pickle (Amla ka achaar)",279,1.6,7.6,27.6,3.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Lotus stem pickle (Kamal kakdi ka achar)",103,1.4,20.1,1.6,8.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Date pickle (Khajoor ka achaar)",182,1.7,34.7,4.2,5.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Garlic pickle (Lahasun ka achar)",414,3.7,9.8,39.9,5.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Fermented bamboo shoot pickle (Mesu pickle)",60,1.6,1.7,5.6,2.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Sweet peach pickle (Aadoo ka achaar)",145,0.5,37,0.2,1.3,"Sweets","vegetarian","INDB_Kaggle"
"Pickled mustard greens",13,1.5,1.1,0.2,1.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Small onion pickle",17,1.7,2.8,0.6,1.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Green tomato pickle (Haray tamatar ka achaar)",193,1.2,2.9,19.7,1.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Pickled cabbage",14,0.4,2.6,0.1,0.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Coconut pickle (Nariyal ka aachar)",517,3,11.5,51.7,6.4,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Potato pickle (Aloo ka achaar)",369,2.1,7.9,36.5,2.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Mango murabba candy",293,0.3,77.3,0.1,1,"Fruits","vegetarian","INDB_Kaggle"
"Afghani chicken",152,15.7,2,9.1,0.3,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Fish orly",564,5.9,4.3,58.2,0.3,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Hariyali Fish Tikka",150,14,2.2,9.4,1,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Chicken manchurian",142,9.5,6.1,12,0.4,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Handi chicken",166,12.3,1.5,12.5,0.7,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Lemon chicken",170,20.2,0.6,9.7,0.2,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Lemon butter fish",160,16.4,0.8,10.3,0.4,"Dairy","non-vegetarian","INDB_Kaggle"
"Baked eggs in tomato sauce",80,4.9,3.8,5.2,0,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Egg in a pepper",129,12.6,0.2,8.7,0.2,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Spinach mushroom scrambled egg (Palak mushroom bhurji)",159,13.3,0.6,11.5,0.4,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Corn omelette/omlet",167,11.4,1.6,12.9,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cajun chicken",185,12.7,1.9,14,0.9,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Paaner do pyaza",128,4.2,3.4,10.9,0.8,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cabbage manchurian (Pattagobhi manchurian)",224,0.6,4.9,22.5,0.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Gobi 65",278,0.6,3.6,29.1,0.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Paneer lababdar",105,4,3.4,8.5,1.2,"Dairy","vegetarian","INDB_Kaggle"
"Roasted cauliflower steak",79,2.1,2,6.7,3.5,"Beverages","vegetarian","INDB_Kaggle"
"Sauteed radishes with green beans",94,2.4,6,6.6,3.5,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Garlic chutney/Poondu chutney (Lahasun ki chutney)",256,3.3,20.4,17.6,5.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Schezwan chutney",205,3.3,10.8,17.7,5.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Onion chutney (Pyaaz ki chutney/Vengaya chutney)",144,3,13.5,8.4,4.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Dates chutney (Khajoor ki chutney)",104,1.1,21.7,1.1,3.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Chicken salad",338,15.3,1.3,30.3,2,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Macaroni salad",262,5,21.6,17.8,0.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cabbage raita (Pattagobhi raita)",85,3.2,5.3,5.8,0.9,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Pomegranate raita (Anaar ka raita)",73,4.1,7.2,3.2,0.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Onion raita (Pyaaz ka raita)",72,4.9,7.9,2.4,0.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Green chilli raita (Hari mirch ka raita)",77,5.6,7.7,2.9,0.3,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Kale salad",178,4.9,5,15.3,1.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Spinach and paneer souffle",186,7.6,9.6,13.5,1.1,"Dairy","vegetarian","INDB_Kaggle"
"Masala souffle",124,6.4,8,7.4,1.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Chicken and cheese souffle",182,9.1,3.5,14.7,0.3,"Dairy","non-vegetarian","INDB_Kaggle"
"Tamarind chutney (Chintapandu pachadi/Puli chutney)",109,0.9,25.1,0.5,1.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Pav bhaji masala",230,9.1,29.2,11,24.3,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Green chutney",79,5.4,10,1.6,5.8,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Sago khitchdi/khichri (Sabudana khitchdi/khichri)",187,2.7,22.4,10.1,1.8,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Gram flour chilla/cheela (Besan chilla/cheela)",136,7.8,21,2.9,4.3,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Vegetable namkeen jave",112,2.9,19,2.5,2.9,"Snacks","vegetarian","INDB_Kaggle"
"Khakhra",179,4.8,27.7,5.3,5.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Moong bean dosa (Pesarattu)",286,12.3,31.9,11.7,6,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Methi thepla",346,9,41.3,16,7.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Rice puttu (Ari puttu)",82,1.3,11.8,3.1,0.8,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Buckwheat pancake (Khura)",263,2.9,27.3,16.4,0.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Quinoa khichdi/khichri",64,3.2,8.8,1.6,2.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Khakhra chaat",359,4.5,16.6,30.7,3,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Banana appam",470,1.2,20.1,42.5,0.7,"Fruits","vegetarian","INDB_Kaggle"
"Veg manchurian",586,0.9,6.8,61.7,1.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Pav bhaji",97,2.7,12,4.3,2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Rice murukku",594,5.4,33.3,48.2,2.2,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Bhel puri",510,3.5,16.5,47.9,2.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Semolina dhokla (Suji/Rava dhokla)",195,5.4,30.9,5.2,5.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Spicy corn chaat",480,4.6,11.5,46.6,2.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Jackfruit fritters (Ponsa mulik/Kathal ka pakora)",598,2.3,24,54.4,1.5,"Fruits","vegetarian","INDB_Kaggle"
"Banana chips (Kele ke chips)",666,0.4,7.3,70.5,0.7,"Fruits","vegetarian","INDB_Kaggle"
"Wheat cake",315,4.8,41.1,15,2.8,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Mango cheesecake",152,2.4,20.1,7.3,1.1,"Dairy","vegetarian","INDB_Kaggle"
"Carrot cake (Gajar ka cake)",256,5.6,36,10.3,2.9,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Semolina cake (Suji/Rava cake)",374,6.6,31.3,25.2,5.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Finger millet cake (Ragi cake)",279,4,38.9,12.3,2.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Honey cake",334,3.1,49,14.7,0.5,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Almond cardamom cake (Badam elaichi cake)",356,7.2,34.5,21.4,2.4,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Tutti frutti cake",348,4.5,52.9,12.7,0.9,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Ham and Bean soup",96,10.6,4.2,4.2,0.5,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Whey soup",69,3.5,6.3,3.3,0.8,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Bottle gourd soup (Ghiya/Lauki soup)",23,0.5,1.2,1.8,1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Baked potato soup",147,5.7,5.9,11.2,0.3,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Pumpkin soup",40,0.5,2.1,3.2,1.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Sweet corn soup",32,1,3.6,1.6,0.3,"Sweets","vegetarian","INDB_Kaggle"
"Paneer soup",48,3.2,2.4,2.8,0.3,"Dairy","vegetarian","INDB_Kaggle"
"Curried Cauliflower soup",37,6.7,3.1,9.8,2.3,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Millet soup",56,11.3,8.2,12.6,2.8,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Lemon coriander soup",108,2.3,10.3,6.3,6.8,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Garlic soup",195,2.4,7,17.6,1.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Dal makhani",74,3.3,8,3.1,2.3,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Dalma",119,4.9,15,4.6,2.2,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Split bengal gram dal (Channa dal)",100,4.2,10,4.6,3.7,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Horsegram dal (Kulthi dal)",56,2.9,8.2,1.1,1.5,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Panchmel dal",111,4.6,10.7,5.4,3.2,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Dal dhokli",69,3,8.6,2.5,1.9,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Gujarati handvo",207,8.2,31.9,4.8,5,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Sev (Omapodi/Karapusa)",609,5.1,12.9,60.1,2.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Papdi",709,1.8,12.9,72.1,0.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Jowar dosa",294,8.5,40.5,10.3,5.6,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Bread roll",435,2.9,16.1,40.3,1.5,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Soya seekh kebab",115,5.4,10,5.9,2.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Classic seasoned black beans",29,8,7.7,8.3,3.5,"Beverages","vegetarian","INDB_Kaggle"
"Maa chaane ki dal",345,19.8,43.1,9.5,13.5,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Garlic chickpea soup (Lahasun aur chane ka shoraba)",90,4.5,13.9,2,2.8,"Mixed Dishes","vegetarian","INDB_Kaggle"
"White sauce (thin)",115,3.3,6.6,8.4,0.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"White sauce (medium)",151,3.4,8,11.8,0.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"White sauce (thick)",210,3.4,10.2,17.2,0.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cheese sauce",195,7.7,7.1,15.1,0.1,"Dairy","vegetarian","INDB_Kaggle"
"Egg sauce",147,6,5.9,11.1,0.1,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Mushroom sauce",138,3.4,7.3,10.5,0.5,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Mustard sauce",159,4,8.3,12.2,0.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Brown sauce",109,11.9,5.4,23.7,1.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Classic italian pasta",42,0.6,4.4,2.5,1.4,"Beverages","vegetarian","INDB_Kaggle"
"Pasta spinach sauce",85,1.8,1.8,7.9,0.9,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Pasta cheese sauce",149,4.3,9,10.8,0.1,"Dairy","vegetarian","INDB_Kaggle"
"Mayonnaise",775,1.9,1.7,84.5,0.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Low calorie quick mayonnaise",243,1.4,4.7,24.4,0.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Thousand island dressing",408,1.4,4.5,42.9,0.5,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Curd dip",80,5,8,3.4,0.1,"Dairy","vegetarian","INDB_Kaggle"
"Short crust pastry",422,6.1,44.7,24,1.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Choux pastry",222,5.6,16.2,15,0.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Flaky pastry",444,4.7,33.6,32,1.3,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Sponge cake",254,9.2,44.6,4.7,0.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Glace icing",324,0,86.3,0,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Royal icing",333,1.7,86.5,0,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"American frosting",258,1.1,67.5,0,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Gum icing",223,5.9,53.2,0,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Channa murmura premix",339,10.6,72.6,3.3,8.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cracked wheat and green gram dal premix (Dalia moong dal premix)",362,15.9,64.8,5.1,11.7,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Rice flakes and roasted channa",333,10.6,71.9,2.9,8.8,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Spinach soup in milk",57,2.9,4,3.2,0.8,"Beverages","vegetarian","INDB_Kaggle"
"Vegetable soup",55,2.2,7.6,1.6,3,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Mashed banana with milk",95,2.5,14.6,3,0.7,"Beverages","vegetarian","INDB_Kaggle"
"Poha with curd (Poha aur dahi)",173,6,26.7,4.7,1.1,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Potato with curd",73,3.2,12,1.3,1,"Dairy","vegetarian","INDB_Kaggle"
"Sweet wheat porridge (Sweet dalia)",141,5.1,23.8,2.8,2.4,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Vegetable khichdi/khichri",143,5.6,19.6,4.5,2.5,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Moong dal mixture",159,4.6,33.9,1,1.9,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Cracked wheat khichri/khichdi (Dalia khichri/khichdi)",167,7.6,22.4,5.5,3.7,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Stewed apple",92,0.2,22.5,0.4,1.5,"Fruits","vegetarian","INDB_Kaggle"
"Lemon squash (Nimbu ka squash)",185,0.2,48.9,0.1,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Orange squash (Santre ka squash)",193,0.2,50.9,0,0.4,"Fruits","vegetarian","INDB_Kaggle"
"Lichi squash",198,0.3,52,0.1,0.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Mango squash (Aam ka squash)",195,0.2,51,0.2,0.6,"Fruits","vegetarian","INDB_Kaggle"
"Pineapple squash (Ananas ka squash)",195,0.2,51.3,0.1,1.1,"Fruits","vegetarian","INDB_Kaggle"
"Lemon and ginger squash (Nimbu aur adrak ka squash)",170,0.5,44.1,0.2,1.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Apple jam (Seb ka murabba)",189,0.1,48.6,0.3,1.3,"Fruits","vegetarian","INDB_Kaggle"
"Plum jam (Aloo bukhara jam)",179,0.3,46.2,0.2,1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Pineapple jam",149,0.3,38.3,0.2,2.2,"Fruits","vegetarian","INDB_Kaggle"
"Guava jelly (Amrood ki jelly)",116,1.1,28.2,0.3,6.6,"Fruits","vegetarian","INDB_Kaggle"
"Orange marmalade (Santray ka murabba)",104,0.7,25.9,0.1,2,"Fruits","vegetarian","INDB_Kaggle"
"Carrot murabba (Gajar ka murabba)",175,0.3,45.6,0.2,1.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Gooseberry marmalade (Amla murabba)",123,0.1,32.3,0,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
